Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Duration (s),Distance (m),Mean speed (m/s),Path efficiency,Q1 : time (s),Q1 : distance (m),Q2 : time (s),Q2 : distance (m),Q3 : time (s),Q3 : distance (m),Q4 : time (s),Q4 : distance (m),Platform : entries,Platform : CIPL (m·s)
1,1,NSF,A,Spatial,1,Pool,32.5,8.358,0.257,0.144,17.7,5.008,4.1,1.202,0.0,0.000,10.6,2.149,1,14.02
2,1,NSF,A,Spatial,2,Pool,15.9,4.639,0.293,0.251,1.3,0.332,8.0,2.164,1.7,0.738,4.8,1.405,1,9.87
3,2,NSF,A,Spatial,1,Pool,60.0,16.260,0.271,0.035,30.9,7.773,5.5,1.941,3.7,1.302,20.0,5.245,0,
4,2,NSF,A,Spatial,2,Pool,23.8,6.331,0.266,0.166,9.1,1.728,12.2,4.113,2.6,0.491,0.0,0.000,1,12.15
5,3,NSF,A,Spatial,1,Pool,60.0,17.824,0.297,0.027,18.7,5.425,7.6,2.938,8.0,2.583,25.7,6.878,0,
6,3,NSF,A,Spatial,2,Pool,55.1,16.025,0.291,0.057,25.2,5.738,7.1,2.221,11.9,4.402,10.9,3.665,1,32.83
7,4,NSF,A,Spatial,1,Pool,60.0,18.350,0.306,0.087,13.8,4.350,16.4,5.102,22.3,5.988,7.5,2.909,0,
8,4,NSF,A,Spatial,2,Pool,60.0,14.883,0.248,0.110,23.9,6.136,9.6,2.785,5.5,0.639,21.0,5.322,0,
9,5,NSF,A,Spatial,1,Pool,60.0,18.992,0.317,0.046,15.7,4.403,24.3,6.948,8.8,2.682,11.2,4.960,0,
10,5,NSF,A,Spatial,2,Pool,60.0,14.187,0.236,0.108,15.8,4.597,29.0,5.770,8.4,1.580,6.8,2.240,0,
11,6,NSF,A,Spatial,1,Pool,2.9,0.668,0.227,0.872,2.3,0.541,0.7,0.127,0.0,0.000,0.0,0.000,1,0.43
12,6,NSF,A,Spatial,2,Pool,60.0,17.573,0.293,0.027,8.4,2.693,8.5,2.868,18.5,5.417,24.5,6.595,0,
13,7,NSF,A,Spatial,1,Pool,60.0,17.245,0.287,0.088,14.8,4.378,19.8,6.288,16.3,4.074,9.1,2.504,0,
14,7,NSF,A,Spatial,2,Pool,19.4,5.801,0.299,0.156,6.5,1.988,2.9,0.955,0.0,0.000,9.9,2.859,1,10.12
15,8,NSF,A,Spatial,1,Pool,60.0,16.994,0.283,0.054,5.1,1.396,29.4,7.706,19.3,5.468,6.3,2.424,0,
16,8,NSF,A,Spatial,2,Pool,60.0,13.050,0.218,0.059,9.9,2.448,15.4,3.305,26.3,5.890,8.5,1.407,0,
17,9,NSF,A,Spatial,1,Pool,3.0,0.590,0.194,0.472,2.5,0.527,0.0,0.000,0.0,0.000,0.5,0.063,1,0.59
18,9,NSF,A,Spatial,2,Pool,60.0,15.647,0.261,0.095,19.2,4.573,17.7,4.546,10.4,2.675,12.7,3.852,0,
19,10,NSF,A,Spatial,1,Pool,19.0,4.933,0.259,0.184,1.9,0.786,4.3,0.819,6.4,1.129,6.4,2.200,1,14.44
20,10,NSF,A,Spatial,2,Pool,21.5,7.272,0.339,0.166,4.5,1.769,4.1,1.341,9.1,2.633,3.7,1.529,1,15.75
21,11,NSF,A,Spatial,1,Pool,60.0,17.762,0.296,0.084,17.5,5.413,13.9,3.962,17.0,4.585,11.6,3.801,0,
22,11,NSF,A,Spatial,2,Pool,25.0,7.056,0.282,0.121,7.7,2.001,4.2,1.277,5.0,1.444,8.1,2.334,1,14.08
23,12,NSF,A,Spatial,1,Pool,60.0,14.132,0.236,0.012,7.5,2.529,31.2,6.285,16.6,3.464,4.7,1.854,0,
24,12,NSF,A,Spatial,2,Pool,60.0,13.189,0.220,0.061,12.9,2.529,14.0,3.522,29.5,5.889,3.6,1.250,0,
25,13,NSF,A,Spatial,1,Pool,55.3,12.898,0.233,0.051,18.9,4.086,1.2,0.463,17.6,3.976,17.6,4.373,1,37.72
26,13,NSF,A,Spatial,2,Pool,60.0,13.890,0.232,0.076,32.7,6.008,13.6,3.730,8.5,2.386,5.2,1.765,0,
27,14,NSF,A,Spatial,1,Pool,60.0,21.116,0.352,0.065,10.5,4.108,14.6,5.341,23.5,6.916,11.4,4.751,0,
28,14,NSF,A,Spatial,2,Pool,60.0,16.001,0.267,0.023,7.6,2.563,10.7,3.420,24.5,5.380,17.2,4.638,0,
29,15,NSF,A,Spatial,1,Pool,60.0,20.525,0.342,0.073,10.0,3.043,7.7,2.618,19.8,7.249,22.5,7.614,0,
30,15,NSF,A,Spatial,2,Pool,60.0,11.998,0.200,0.028,0.0,0.000,0.0,0.000,19.9,3.987,40.1,8.011,0,
31,16,NSF,A,Spatial,1,Pool,55.1,14.862,0.270,0.087,13.7,4.141,10.3,3.719,22.9,3.790,8.3,3.211,1,39.75
32,16,NSF,A,Spatial,2,Pool,57.5,17.787,0.309,0.047,17.1,5.460,4.4,1.533,16.8,3.737,19.2,7.056,1,41.26
33,17,NSF,A,Spatial,1,Pool,22.3,5.229,0.234,0.183,4.9,1.486,2.8,1.011,4.0,1.244,10.6,1.489,1,14.84
34,17,NSF,A,Spatial,2,Pool,60.0,17.546,0.292,0.059,14.4,4.189,21.2,5.572,16.3,5.106,8.1,2.679,0,
35,18,NSF,A,Spatial,1,Pool,60.0,16.642,0.277,0.073,19.9,5.438,11.9,3.602,7.2,2.276,21.1,5.326,0,
36,18,NSF,A,Spatial,2,Pool,60.0,13.042,0.217,0.098,18.1,4.285,20.1,4.740,9.6,1.311,12.3,2.706,0,
37,19,NSF,A,Spatial,1,Pool,33.1,8.710,0.263,0.058,19.9,4.331,6.0,1.606,3.2,1.339,4.0,1.435,1,17.26
38,19,NSF,A,Spatial,2,Pool,47.8,12.649,0.264,0.064,10.9,3.220,3.5,1.280,2.3,0.970,31.1,7.180,1,32.97
39,20,NSF,A,Spatial,1,Pool,19.4,5.984,0.308,0.096,5.4,1.728,2.3,1.123,4.5,1.257,7.2,1.876,1,12.95
40,20,NSF,A,Spatial,2,Pool,60.0,16.197,0.270,0.019,13.2,4.224,18.8,4.841,18.3,4.143,9.8,2.989,0,
41,21,NSF,A,Spatial,1,Pool,60.0,11.688,0.195,0.079,7.3,1.945,0.5,0.206,25.9,4.527,26.3,5.010,0,
42,21,NSF,A,Spatial,2,Pool,27.1,8.851,0.326,0.133,15.3,4.648,6.6,2.172,2.7,1.053,2.5,0.978,1,11.70
43,22,NSF,A,Spatial,1,Pool,60.0,16.134,0.269,0.058,5.3,1.421,5.7,2.095,32.0,7.991,16.9,4.626,0,
44,22,NSF,A,Spatial,2,Pool,6.5,1.950,0.298,0.420,1.1,0.275,0.0,0.000,0.0,0.000,5.5,1.675,1,2.88
45,23,NSF,A,Spatial,1,Pool,60.0,20.790,0.347,0.056,11.7,4.133,18.2,6.022,18.2,6.570,11.8,4.064,0,
46,23,NSF,A,Spatial,2,Pool,60.0,16.158,0.269,0.002,10.4,3.847,6.1,2.041,23.1,4.862,20.4,5.408,0,
47,24,NSF,A,Spatial,1,Pool,5.8,0.642,0.110,0.752,5.8,0.642,0.0,0.000,0.0,0.000,0.0,0.000,1,0.38
48,24,NSF,A,Spatial,2,Pool,60.0,17.650,0.294,0.094,15.2,5.262,10.1,2.548,8.7,2.567,26.0,7.274,0,
49,25,NSF,A,Spatial,1,Pool,60.0,15.048,0.251,0.039,14.1,3.080,4.7,1.734,7.6,2.360,33.6,7.874,0,
50,25,NSF,A,Spatial,2,Pool,20.8,5.101,0.245,0.219,16.4,3.467,2.3,0.856,0.0,0.000,2.1,0.777,1,5.58
51,26,NSF,A,Spatial,1,Pool,60.0,15.308,0.255,0.049,22.3,5.530,8.1,2.669,6.8,1.859,22.8,5.250,0,
52,26,NSF,A,Spatial,2,Pool,60.0,15.881,0.265,0.080,32.5,7.023,7.7,2.531,7.2,2.503,12.5,3.824,0,
53,27,NSF,A,Spatial,1,Pool,13.9,1.851,0.133,0.675,0.5,0.216,0.0,0.000,11.9,0.969,1.5,0.667,1,9.19
54,27,NSF,A,Spatial,2,Pool,12.1,3.647,0.302,0.257,2.3,0.661,0.0,0.000,2.9,1.212,6.9,1.774,1,6.79
55,28,NSF,A,Spatial,1,Pool,60.0,15.308,0.255,0.057,10.7,3.229,8.1,2.710,18.2,4.426,23.0,4.942,0,
56,28,NSF,A,Spatial,2,Pool,60.0,14.281,0.238,0.022,3.5,1.353,10.3,2.490,35.3,7.684,11.0,2.754,0,
57,29,NSF,A,Spatial,1,Pool,60.0,17.759,0.296,0.027,19.7,5.678,21.9,5.321,13.2,4.555,5.2,2.204,0,
58,29,NSF,A,Spatial,2,Pool,16.1,5.434,0.337,0.233,5.2,1.793,1.2,0.196,8.0,2.868,1.7,0.577,1,9.47
59,30,NSF,A,Spatial,1,Pool,32.9,9.530,0.289,0.138,8.1,2.895,5.6,1.846,12.0,2.202,7.2,2.585,1,22.85
60,30,NSF,A,Spatial,2,Pool,7.9,3.361,0.428,0.293,0.9,0.310,2.9,1.268,2.0,1.002,2.0,0.781,1,5.53
61,1,NSF,A,Spatial,3,Pool,37.2,9.130,0.246,0.060,10.1,2.134,23.8,5.898,0.0,0.000,3.2,1.098,1,23.86
62,1,NSF,A,Spatial,4,Pool,60.0,15.908,0.265,0.041,38.5,10.233,1.1,0.359,8.0,1.732,12.4,3.584,0,
63,2,NSF,A,Spatial,3,Pool,22.3,5.721,0.257,0.115,9.1,1.569,9.9,2.950,2.9,1.044,0.4,0.157,1,12.35
64,2,NSF,A,Spatial,4,Pool,13.5,4.787,0.354,0.228,6.0,1.953,0.2,0.075,2.2,0.688,5.2,2.070,1,5.78
65,3,NSF,A,Spatial,3,Pool,60.0,20.126,0.335,0.054,7.6,2.612,17.7,5.857,18.3,6.504,16.4,5.153,0,
66,3,NSF,A,Spatial,4,Pool,60.0,14.227,0.237,0.038,7.5,2.327,12.4,3.928,36.0,6.713,4.1,1.259,0,
67,4,NSF,A,Spatial,3,Pool,60.0,18.041,0.301,0.002,10.3,2.757,15.7,4.760,25.3,7.580,8.7,2.944,0,
68,4,NSF,A,Spatial,4,Pool,60.0,12.132,0.202,0.043,26.9,5.546,32.4,6.311,0.0,0.000,0.7,0.275,0,
69,5,NSF,A,Spatial,3,Pool,60.0,19.436,0.324,0.053,17.1,5.354,15.6,4.389,9.9,3.533,17.5,6.160,0,
70,5,NSF,A,Spatial,4,Pool,4.1,0.949,0.234,0.666,4.0,0.949,0.0,0.000,0.0,0.000,0.0,0.000,1,0.50
71,6,NSF,A,Spatial,3,Pool,60.0,20.781,0.346,0.008,13.7,5.275,14.7,4.937,17.1,5.190,14.5,5.379,0,
72,6,NSF,A,Spatial,4,Pool,60.0,16.835,0.281,0.020,7.2,2.582,4.7,1.939,31.5,7.371,16.7,4.943,0,
73,7,NSF,A,Spatial,3,Pool,35.3,10.480,0.297,0.050,20.2,5.119,7.4,2.441,2.7,1.295,5.0,1.624,1,18.93
74,7,NSF,A,Spatial,4,Pool,7.9,2.420,0.308,0.401,4.1,1.290,3.7,1.130,0.0,0.000,0.0,0.000,1,2.22
75,8,NSF,A,Spatial,3,Pool,60.0,17.063,0.284,0.032,19.3,4.872,7.6,2.570,10.1,3.360,23.0,6.261,0,
76,8,NSF,A,Spatial,4,Pool,60.0,13.662,0.228,0.102,26.0,5.126,11.3,3.717,13.2,2.783,9.5,2.036,0,
77,9,NSF,A,Spatial,3,Pool,60.0,14.642,0.244,0.084,15.8,3.609,27.2,5.754,6.9,2.537,10.0,2.742,0,
78,9,NSF,A,Spatial,4,Pool,5.1,1.533,0.302,0.593,1.6,0.350,0.0,0.000,0.0,0.000,3.5,1.184,1,1.46
79,10,NSF,A,Spatial,3,Pool,60.0,20.731,0.346,0.065,18.6,6.695,18.1,6.200,8.7,3.215,14.7,4.622,0,
80,10,NSF,A,Spatial,4,Pool,26.9,6.548,0.243,0.182,14.9,2.609,4.4,1.311,7.6,2.628,0.0,0.000,1,12.63
81,11,NSF,A,Spatial,3,Pool,60.0,18.799,0.313,0.086,17.7,5.744,17.8,4.851,12.1,4.446,12.4,3.757,0,
82,11,NSF,A,Spatial,4,Pool,32.9,10.226,0.311,0.116,12.9,4.292,11.3,2.856,4.3,1.348,4.5,1.731,1,17.03
83,12,NSF,A,Spatial,3,Pool,36.4,10.690,0.293,0.071,3.9,1.502,10.9,3.146,14.3,3.620,7.3,2.422,1,27.89
84,12,NSF,A,Spatial,4,Pool,15.6,5.955,0.382,0.143,4.0,1.384,6.1,2.063,2.7,1.242,2.8,1.266,1,9.78
85,13,NSF,A,Spatial,3,Pool,30.7,8.475,0.276,0.117,5.5,1.695,13.6,2.489,7.6,2.610,4.0,1.682,1,23.50
86,13,NSF,A,Spatial,4,Pool,60.0,16.514,0.275,0.013,13.1,4.077,22.4,4.926,15.0,4.114,9.6,3.397,0,
87,14,NSF,A,Spatial,3,Pool,60.0,18.021,0.300,0.062,7.9,1.870,18.9,5.989,23.2,6.974,10.0,3.188,0,
88,14,NSF,A,Spatial,4,Pool,60.0,14.761,0.246,0.013,9.3,2.879,28.2,5.393,15.2,3.873,7.3,2.616,0,
89,15,NSF,A,Spatial,3,Pool,60.0,16.134,0.269,0.059,6.1,2.681,25.7,4.877,21.7,5.793,6.5,2.783,0,
90,15,NSF,A,Spatial,4,Pool,60.0,11.958,0.199,0.009,0.0,0.000,2.3,1.014,45.1,8.667,12.7,2.278,0,
91,16,NSF,A,Spatial,3,Pool,60.0,17.985,0.300,0.069,18.8,5.363,17.2,5.527,8.1,2.306,15.8,4.789,0,
92,16,NSF,A,Spatial,4,Pool,7.9,2.175,0.274,0.384,4.0,1.298,3.9,0.878,0.0,0.000,0.0,0.000,1,2.88
93,17,NSF,A,Spatial,3,Pool,60.0,16.722,0.279,0.001,18.4,4.859,23.9,6.906,12.1,3.251,5.6,1.705,0,
94,17,NSF,A,Spatial,4,Pool,24.6,6.389,0.260,0.194,1.2,0.304,19.3,4.864,4.1,1.221,0.0,0.000,1,16.93
95,18,NSF,A,Spatial,3,Pool,60.0,17.233,0.287,0.088,16.2,5.066,9.2,2.564,9.3,3.047,25.3,6.556,0,
96,18,NSF,A,Spatial,4,Pool,60.0,15.213,0.254,0.066,18.1,4.165,15.8,3.715,9.5,3.105,16.5,4.228,0,
97,19,NSF,A,Spatial,3,Pool,60.0,19.915,0.332,0.067,18.9,5.976,15.9,5.300,14.4,4.450,10.9,4.189,0,
98,19,NSF,A,Spatial,4,Pool,11.9,3.759,0.316,0.255,2.7,0.661,4.9,1.809,4.3,1.288,0.0,0.000,1,8.65
99,20,NSF,A,Spatial,3,Pool,60.0,14.937,0.249,0.050,4.8,1.434,5.6,2.029,32.1,6.768,17.5,4.706,0,
100,20,NSF,A,Spatial,4,Pool,60.0,14.358,0.239,0.022,4.5,1.476,14.3,4.270,8.4,2.304,32.8,6.309,0,
101,21,NSF,A,Spatial,3,Pool,60.0,16.218,0.270,0.091,17.3,4.655,11.3,3.753,8.6,2.970,22.7,4.840,0,
102,21,NSF,A,Spatial,4,Pool,10.7,3.077,0.288,0.413,2.7,0.534,0.0,0.000,4.5,1.224,3.5,1.318,1,6.12
103,22,NSF,A,Spatial,3,Pool,60.0,18.007,0.300,0.078,8.5,3.144,7.1,2.012,25.1,7.309,19.3,5.541,0,
104,22,NSF,A,Spatial,4,Pool,41.3,11.678,0.283,0.062,7.2,2.066,5.9,1.947,10.1,3.132,18.0,4.533,1,29.03
105,23,NSF,A,Spatial,3,Pool,15.7,4.998,0.318,0.173,4.7,1.910,0.0,0.000,0.0,0.000,11.0,3.088,1,7.30
106,23,NSF,A,Spatial,4,Pool,60.0,25.341,0.422,0.026,16.1,6.542,14.8,6.268,13.3,5.641,15.7,6.890,0,
107,24,NSF,A,Spatial,3,Pool,60.0,18.383,0.306,0.028,16.9,5.446,6.1,2.035,11.3,3.371,25.6,7.532,0,
108,24,NSF,A,Spatial,4,Pool,7.9,2.239,0.284,0.476,0.8,0.211,0.0,0.000,1.6,0.290,5.5,1.738,1,4.43
109,25,NSF,A,Spatial,3,Pool,60.0,19.129,0.319,0.071,15.6,4.197,14.3,4.954,19.3,6.129,10.8,3.850,0,
110,25,NSF,A,Spatial,4,Pool,60.0,13.807,0.230,0.074,17.6,3.759,6.5,2.016,16.0,3.854,19.9,4.177,0,
111,26,NSF,A,Spatial,3,Pool,60.0,14.370,0.239,0.083,7.6,2.193,3.9,1.303,25.2,4.049,23.4,6.824,0,
112,26,NSF,A,Spatial,4,Pool,17.1,6.074,0.355,0.179,4.5,1.593,5.9,2.043,3.7,1.332,2.9,1.106,1,9.95
113,27,NSF,A,Spatial,3,Pool,9.6,2.941,0.305,0.282,5.1,1.726,3.0,0.567,0.0,0.000,1.6,0.648,1,3.48
114,27,NSF,A,Spatial,4,Pool,60.0,19.107,0.318,0.025,15.7,5.106,8.5,2.758,16.0,5.503,19.7,5.741,0,
115,28,NSF,A,Spatial,3,Pool,11.6,2.490,0.215,0.452,0.9,0.268,0.0,0.000,9.0,1.372,1.6,0.850,1,8.89
116,28,NSF,A,Spatial,4,Pool,12.4,4.727,0.380,0.148,4.9,1.809,3.7,1.217,0.9,0.471,2.8,1.230,1,5.86
117,29,NSF,A,Spatial,3,Pool,60.0,19.948,0.332,0.009,8.7,3.157,6.0,2.498,12.4,4.277,32.9,10.017,0,
118,29,NSF,A,Spatial,4,Pool,25.0,9.116,0.365,0.112,5.5,1.974,3.9,1.366,6.1,2.177,9.5,3.598,1,16.42
119,30,NSF,A,Spatial,3,Pool,60.0,21.340,0.356,0.028,12.3,4.922,10.4,3.586,18.4,6.148,18.9,6.684,0,
120,30,NSF,A,Spatial,4,Pool,35.4,11.017,0.311,0.062,13.8,4.282,14.7,4.340,5.6,1.912,1.3,0.483,1,18.15
121,1,NSF,A,Spatial,5,Pool,14.7,4.673,0.318,0.266,4.1,1.577,4.1,1.337,4.9,1.310,1.5,0.448,1,8.00
122,1,NSF,A,Spatial,6,Pool,18.9,5.847,0.309,0.106,12.3,3.764,4.4,1.319,0.0,0.000,2.1,0.764,1,6.73
123,2,NSF,A,Spatial,5,Pool,60.0,20.100,0.335,0.060,24.7,8.552,13.6,4.376,5.5,1.641,16.2,5.532,0,
124,2,NSF,A,Spatial,6,Pool,11.4,3.865,0.340,0.240,6.4,2.146,0.1,0.058,1.4,0.598,3.4,1.063,1,3.79
125,3,NSF,A,Spatial,5,Pool,17.4,5.428,0.311,0.198,6.3,1.902,6.1,2.009,3.7,0.991,1.3,0.527,1,8.52
126,3,NSF,A,Spatial,6,Pool,4.7,1.031,0.220,0.462,4.7,1.031,0.0,0.000,0.0,0.000,0.0,0.000,1,0.98
127,4,NSF,A,Spatial,5,Pool,60.0,16.902,0.282,0.061,15.6,4.058,16.7,4.821,21.6,5.517,6.2,2.506,0,
128,4,NSF,A,Spatial,6,Pool,12.4,3.011,0.242,0.210,8.4,1.814,0.0,0.000,0.0,0.000,4.0,1.197,1,4.47
129,5,NSF,A,Spatial,5,Pool,8.5,2.596,0.305,0.516,2.8,0.754,3.5,1.209,2.2,0.633,0.0,0.000,1,3.73
130,5,NSF,A,Spatial,6,Pool,28.6,9.795,0.343,0.116,11.1,3.383,4.5,1.555,3.6,1.577,9.4,3.280,1,14.11
131,6,NSF,A,Spatial,5,Pool,16.9,6.624,0.391,0.068,2.4,0.660,5.2,2.136,5.6,2.323,3.7,1.505,1,11.66
132,6,NSF,A,Spatial,6,Pool,43.3,14.776,0.341,0.055,15.2,4.488,10.5,3.410,9.8,3.956,7.8,2.922,1,25.65
133,7,NSF,A,Spatial,5,Pool,46.7,14.079,0.301,0.089,23.8,5.874,12.3,4.421,8.4,2.945,2.1,0.839,1,23.57
134,7,NSF,A,Spatial,6,Pool,8.7,3.038,0.350,0.411,3.2,0.942,2.5,1.077,2.1,0.967,0.8,0.051,1,3.23
135,8,NSF,A,Spatial,5,Pool,60.0,14.709,0.245,0.014,33.4,6.585,5.8,1.552,2.9,1.252,17.9,5.320,0,
136,8,NSF,A,Spatial,6,Pool,60.0,10.330,0.172,0.042,18.7,2.769,0.0,0.000,0.0,0.000,41.3,7.561,0,
137,9,NSF,A,Spatial,5,Pool,60.0,22.372,0.373,0.069,14.5,5.157,20.9,7.190,12.1,4.854,12.5,5.171,0,
138,9,NSF,A,Spatial,6,Pool,37.2,11.551,0.310,0.099,17.7,5.868,12.3,3.904,1.1,0.388,6.1,1.392,1,15.18
139,10,NSF,A,Spatial,5,Pool,25.3,8.536,0.338,0.125,8.9,2.509,6.8,2.424,7.2,2.517,2.3,1.087,1,15.11
140,10,NSF,A,Spatial,6,Pool,24.1,6.380,0.265,0.045,12.6,3.683,2.0,0.380,0.0,0.000,9.5,2.317,1,11.46
141,11,NSF,A,Spatial,5,Pool,49.1,15.735,0.321,0.034,15.5,3.959,6.1,2.507,11.2,4.126,16.3,5.143,1,32.04
142,11,NSF,A,Spatial,6,Pool,60.0,15.757,0.263,0.045,24.3,5.409,26.9,7.259,5.6,2.002,3.2,1.087,0,
143,12,NSF,A,Spatial,5,Pool,60.0,19.636,0.327,0.023,17.3,5.404,14.2,3.862,12.5,4.527,16.0,5.843,0,
